Name,Ingredients,Procedure,Nutrition_Facts
instant-pot-breakfast-congee,"['1 cup (240 ml) short grain rice (or medium grain rice)', '8 cups low sodium chicken broth', '4 slices ginger', '4 green onions , sliced (and extra for garnish)', 'Pinch salt (or to taste)', '8 pieces bacon', '2 teaspoons olive oil (or vegetable oil)', '4 large Pete and Gerry’s Organic Eggs', '4 teaspoons soy sauce (or to taste)', '4 teaspoons homemade chili oil , to taste (or toasted sesame oil for non-spicy congee)']","['Add the rice, chicken broth, ginger, green onion and salt into your Instant Pot. Cover and seal the lid. Select high pressure, and set the timer to 25 minutes. If you’re using a pressure cooker, seal the lid and cook over medium heat until pressure is reached. Then reduce to low heat and cook for 25 minutes. Once done, let the pressure release naturally.', 'Once the pressure has fully released, open the lid and stir the congee with a ladle. It might look thin once it’s done cooking, but it will thicken up a bit once you stir it well and let it sit for a few minutes. If you want to change the texture of the congee, turn on the “Saute” function and let it boil down for a few minutes and stir constantly, until it turns thicker. Or you can pour in a bit of hot water and stir it if you want to thin it out.', 'Make the toppings while the congee is cooking. Add the bacon to a nonstick skillet and cook over medium heat. Cook, flipping occasionally, until the bacon has turned golden brown and crispy. If it starts to smoke too much, turn to medium-low heat. Once done, set aside to let cool slightly. Then cut or crumble the bacon into small pieces.', 'You can use the bacon fat to cook the eggs if you prefer. If not, wipe the pan clean with a paper towel and add the oil. Heat over medium heat until oil is hot. Add the eggs. Let cook, using your spatula to arrange the egg whites so they form rounded shapes. Cook the eggs until the whites are set and the yolks are still runny. Or you can also cook the eggs until your desired doneness.', 'Spoon the congee into individual serving bowls. For each bowl, top with the egg, drizzle with 1 teaspoon soy sauce, sprinkle with bacon crumbles and green onions (if desired), and finish up with homemade chili oil. Enjoy it while it’s hot!']","['Serving: 1serving', 'Calories: 356kcal', 'Carbohydrates: 40.6g', 'Protein: 18.7g', 'Fat: 15.9g', 'Saturated Fat: 3.2g', 'Cholesterol: 190mg', 'Sodium: 634mg', 'Potassium: 278mg', 'Fiber: 1.1g', 'Sugar: 0.7g', 'Calcium: 42mg', 'Iron: 3mg']"
roasted-brussels-sprouts-with-plum-sauce,"['1 to 1 1/2 lbs (450 to 600 g) Brussels sprouts , tough ends removed and halved', '2 tablespoons olive oil (or grapeseed oil)', '1/4 teaspoon salt', '1/4 teaspoon black pepper', '1 tablespoon olive oil (or grapeseed oil)', '2 cloves garlic , grated', '2 tablespoons shallot , finely minced', '6 seeded dried plums prunes, finely chopped', '1/8 teaspoon madras curry powder (or Japanese curry powder)', '2 tablespoons Chinkiang vinegar (or balsamic vinegar)', '1 teaspoon soy sauce', '1 tablespoon maple syrup (or sugar)', 'Homemade chili oil (Optional)']","['For the Brussels Sprouts: Preheat the oven to 425°F (220°C). Line a baking sheet with parchment paper.', 'Place Brussels sprouts onto a baking tray. Add vegetable oil, salt, and pepper. Toss to mix well. Then spread out without overlapping. Bake on the middle rack of the oven for 15 minutes. Flip the brussels sprouts to check on it twice, after 10 minutes and after 15 minutes. If the bottom has browned too fast, flip them and keep cooking. Once done, the bottom should have turned golden brown and the texture turned tender. If they are not quite done, return the baking sheet to the oven to bake for another 5 minutes or so.', 'For the Sauce: While baking Brussels sprouts, prep and cook the sauce. Heat the oil in a small saucepan over medium heat. Add the garlic and shallot. Stir and cook until the herbs start to sizzle. 3. Add the dried plums and stir a few times. Turn to medium low-heat. Add the curry powder. Cook until the ingredients are evenly coated with curry, 1 minute. Add the Chinkiang vinegar, soy sauce, and sugar. Continue cooking until it comes to a boil. Let cook for another minute or two, until the sauce thickens.', 'Right before serving, place the Brussels sprouts in a bowl and add the plum sauce. Gently toss a few times and serve immediately as an appetizer or side dish. Add a few drops of homemade chili oil, if desired.']","['Serving: 1serving', 'Calories: 342kcal', 'Carbohydrates: 63.6g', 'Protein: 5.9g', 'Fat: 11.2g', 'Saturated Fat: 1.7g', 'Sodium: 254mg', 'Potassium: 1038mg', 'Fiber: 9.7g', 'Sugar: 34.3g', 'Calcium: 81mg', 'Iron: 2mg']"
shrimp-pad-thai,"['4 oz (115 g) dried rice noodles , about 1/4” (4 cm)-wide', '3 tablespoons brown sugar (or palm sugar)', '2 tablespoons tamarind puree (or tamarind paste)', '2 tablespoons fish sauce', '4 tablespoons peanut oil (or vegetable oil)', '8 oz (225 g) peeled and deveined shrimp  (10 to 12 medium-sized shrimp)', '2 cloves garlic , minced', '2 small shallots , sliced (or 1/2 red onion)', '1 tablespoon dried shrimp (optional)', '2 eggs , beaten', '1/2 block fried tofu or baked tofu , cut to 1” (2.5 cm)-long 1/4” (5 mm)-wide pieces', '10 garlic chives (or 5 green onions) , sliced into 1” (2.5 cm) pieces', '2 cups bean sprouts , and extra for garnish', '3 tablespoons peanuts , coarsely chopped', '1 lime , sliced into wedges']","['For the noodles: Fully submerge the noodles in room temperature water for 30 to 40 minutes (*Footnote 1), until they are soft enough to wrap around your fingers without breaking apart, but soft enough that you can bite into them. Drain and set aside.', 'For the sauce: Combine the sauce ingredients in a small bowl and mix until the sugar is fully dissolved.', 'To cook: Add 1 tablespoon of oil to a large skillet (at least 12”) and heat over medium-high heat. Add the shrimp without overlapping. Cook without moving until the bottom turns golden brown. Turn to the other side and cook for 30 seconds or so, until that side is cooked but the inside is still translucent. Transfer to a plate and set aside.', 'In the same pan add 1 tablespoon of oil and pour in the beaten eggs. Let cook without moving until the bottom sets, then start to scramble lightly, until the eggs are almost cooked. Transfer the eggs to the plate with the shrimp.', 'Pour the remaining 2 tablespoons of oil, the garlic, shallots, and dried shrimp into the same pan. Cook and stir for 30 seconds, until the dried shrimp turn golden.', 'Add the noodles. Stir a few times to mix everything together. Pour in the sauce. Cook and stir to mix everything well, 1 minute or so.', 'Add the tofu and cook and stir for another minute. Then add the cooked shrimp and eggs back into the pan. Toss everything together and use your spatula to chop up the eggs into smaller pieces.', 'Add the garlic chives and bean sprouts. Toss for another 30 seconds, until the vegetables are just wilted. Carefully taste the noodles. If they’re still too tough, add a splash of water and stir to mix well. Cook for another 1 to 2 minutes until the noodles reach your desired texture.', 'Garnish with extra bean sprouts, peanuts, and some wedges of lime. Serve hot as a main dish.']","['Serving: 1serving', 'Calories: 384kcal', 'Carbohydrates: 25.5g', 'Protein: 25g', 'Fat: 21.8g', 'Saturated Fat: 4.1g', 'Cholesterol: 201mg', 'Sodium: 886mg', 'Potassium: 522mg', 'Fiber: 1.8g', 'Sugar: 10.1g', 'Calcium: 173mg', 'Iron: 3mg']"
chinese-vegetable-soup,"['1 teaspoon peanut oil (or vegetable oil)', '4 green onions , cut into 2” (5 cm) piece', '1 ” (5 cm) ginger , sliced', '4 cups water', '1 tablespoon mushroom powder', '3/4 teaspoon salt (or to taste)', '1/2 teaspoon sugar', '1/8 teaspoon white pepper', '1/2 block soft tofu , diced', '2 stalks celery , sliced on the bias', '1 cup (4 oz. / 125 g) mushrooms , sliced', '1 medium carrot , sliced', '1/2 head broccoli , cut into medium florets']","['Heat the oil in a medium-sized pot over medium heat until hot. Add the green onions and ginger. Cook and stir until fragrant and beginning to brown, about 2 minutes.', 'Pour in the water and bring to a low boil. Boil for 5 minutes. Remove and discard the green onion and ginger.', 'Add the mushroom powder, salt, sugar, and white pepper. Stir to mix well.', 'Add the tofu, celery, and mushrooms. Once bringing back to a boil, cook for 3 minutes. Add the carrots and broccoli and boil for another 2 minutes. Taste the broth and adjust the seasoning to taste by adding more salt or mushroom powder if needed.', 'Serve hot.']","['Serving: 1serving', 'Calories: 54kcal', 'Carbohydrates: 6.1g', 'Protein: 3.4g', 'Fat: 2.4g', 'Saturated Fat: 0.4g', 'Sodium: 472mg', 'Potassium: 244mg', 'Fiber: 1.5g', 'Sugar: 2.4g', 'Calcium: 67mg', 'Iron: 1mg']"
honey-soy-glazed-chicken,"['4 chicken leg quarters', 'Optional handful of vegetables of your choice (green beans, onion, peppers and/or tomato work great)', '4 teaspoons salt', '2 teaspoons sugar', '2 teaspoons ginger powder', '2 teaspoons garlic powder', '2 teaspoons chili flakes (or cayenne for a spicier result, or paprika for a non-spicy dish)', '1/2 cup honey', '6 tablespoons soy sauce', '8 slices ginger', '2 teaspoons chili flakes (or cayenne for a spicier result, or paprika for a non-spicy dish)', '2 teaspoons lemon juice', 'Reynolds Wrap® Heavy Duty Foil']","['Preheat the oven to 300°F (150°C). Combine the dry rub ingredients in a bowl, mix well, and set aside.', 'Prepare four 16” (40 cm) sheets of Reynolds Wrap® Heavy Duty Foil (if not heavy duty, use 2 layers of foil per chicken leg quarter). Place one leg quarter in the center of each piece of foil. Distribute the rub evenly between the legs, then thoroughly rub the spice mix onto the legs.', 'Fold each pocket by bringing up the long sides of the foil, so the ends meet over the chicken leg. Double fold the ends, leaving room for heat to circulate inside. Then double fold the two short ends to seal the packet.', 'Place the foil packets onto a foil lined sheet pan. Bake for 1 hour 30 minutes.', 'While the chicken bakes, prepare the glaze. Combine the honey, soy sauce, ginger, and chili flakes in a small pot.', 'Bring to a boil over medium heat, then reduce to a simmer. Simmer, stirring regularly, for about 20 minutes or until the sauce is thick enough to coat the back of a spoon.', 'Remove the pot from the heat and mix in the lemon juice. Set aside and let cool. The sauce will thicken further once cooled.', 'After 1 hour and 30 minutes remove the chicken from the oven. Carefully open the packets (beware of hot steam). Lift the chicken from the juices and place the chicken back on the foil-lined baking sheet. Discard the parcels and juices.', '(Optional) You can add some vegetables on the side of the chicken if you prefer.', 'Turn the broiler on and brush a thick layer of glaze over each chicken leg. Broil for 3 to 5 minutes, or until the glaze thickens and bubbles. Remove the baking sheet and apply another layer of glaze, and broil for another 3 to 5 minutes, or until the skin is sticky and blistered.', 'Serve hot as a main dish.']",[]
vegetarian-kimbap,"['1 1/2 cups uncooked short grain rice', '1 teaspoon salt', '1 teaspoon sugar', '2 tablespoons rice vinegar', '1 tablespoon sesame oil', '12 oz (340 g) spinach (about 11 cups)', '2 cloves garlic , grated', '1/4 teaspoon salt', '2 teaspoons sesame oil', '1/2 teaspoon oil', '1 cup carrot , shredded (yield from 1 medium-large carrot)', '1/4 teaspoon salt', '2 eggs', '1/8 teaspoon salt', '4 pieces toasted seaweed sheets (gim/nori)', '4 strips danmuji (Korean pickled radish)', '2 persian cucumbers (or 1/2  english cucumber) , seeds removed and sliced into thin long wedges ', 'Sushi rolling mat']","['Gently rinse the rice by adding running water to cover the rice, swirl the rice in the water with your fingers a few times, and drain off the water. Repeat 1 to 2 times. Cook the rice according to package instructions or by following this guide (or 1:1 rice to water). Once cooked, let the rice sit covered and undisturbed for 10 minutes. Fluff with a paddle and transfer to a large bowl. While the rice is still hot, add the salt, sugar, vinegar, and sesame oil to the rice. Gently cut and fold the seasonings into the rice until the seasonings are fully absorbed. Cover the bowl with a lid or plastic and set aside, it is important the rice be slightly warm when rolling the kimbap for easier rice spreading.', 'Bring a pot of water to a boil. Prepare an ice bath in the meantime. Add the spinach to the boiling water and cook for 30 seconds. Remove the spinach, drain, and submerge in the ice bath. Once cooled enough to handle by your hands, squeeze as much water from the spinach as possible, and place it in a bowl. Add the garlic, salt, and sesame oil and toss to mix well. Set aside.', 'Heat the oil in a pan over medium heat until hot. Add the shredded carrot and salt. Cook and stir the carrots until they are wilted, 2 to 3 minutes. Transfer to a plate and set aside to cool.', 'Beat the eggs and salt together in a small bowl. Heat a medium-sized non-stick skillet over medium-low heat and spray (or brush) with a thin layer of oil. Add the egg, do not stir, and cover briefly. Once the egg is mostly set, about 1 to 2 minutes, flip it and cook for another 30 seconds. Remove the egg to a cutting board and slice into 3/4” (2 cm) strips.', 'Prepare a small bowl of water. Wear food gloves if available, to help prevent rice sticking to your hands. Cover your rolling mat with a piece of plastic wrap, and use a knife to slit a few lines on the mat. Lay one sheet of seaweed, rough side up and indented lines perpendicular to you, on a rolling mat (or on your work surface if not using a mat). Dip your fingers in the dish of water and pick up about 1 cup of rice, and place in the center of the seaweed sheet. Dip your fingers in the water again and spread the rice evenly across the sheet, leaving 1 1/2” (4 cm) of sheet uncovered at the top. For the best result, aim for the rice to be about two grains tall.', 'About 1”(2.5 cm) from the base of the seaweed, start to add the fillings onto the rice. Begin with two strips of egg and one strip of danmuji next to each other. Lay 1 to 2 slices of cucumber on top of the egg, and a layer of spinach on top of the danmuji. On top of everything add the carrots. Lift the base of the seaweed and roll it over the filling, squeezing and pressing from the center out to the edges. Continue rolling until all the rice is rolled, then brush some water along the edge of the seaweed sheet that’s not covered by the rice until it feels sticky and moist. Continue rolling over the wet edge then press down gently to seal. Set aside. Repeat with remaining ingredients.', 'Brush the top of the rolls with a thin layer of sesame oil and sprinkle with sesame seeds. Slice each roll into 10 pieces and serve at room temperature.']","['Serving: 1serving', 'Calories: 180kcal', 'Carbohydrates: 30.4g', 'Protein: 5g', 'Fat: 4g', 'Saturated Fat: 0.8g', 'Cholesterol: 41mg', 'Sodium: 497mg', 'Potassium: 323mg', 'Fiber: 1.3g', 'Sugar: 1.5g', 'Calcium: 55mg', 'Iron: 3mg']"
szechuan-style-baked-chicken-wings-with-mushroom,"['2 lbs (900 g) chicken wings', '1 1/2 teaspoons salt', '1 1/2 teaspoons freshly ground Sichuan peppercorns', '1 teaspoon cumin powder', '1 teaspoon chili flakes', '1 teaspoon brown sugar', '1 teaspoon garlic powder']","['Combine the spice mix ingredients in a small bowl and stir to mix well.', 'Pat dry chicken wings with a few layers of kitchen paper towel to remove any moisture on the surface. Place the chicken wings into a big bowl and pour the spice mix over them. Rub the spice mix into the wings thoroughly using your hands. Marinate for 15 minutes at room temperature, or up to overnight, covered with plastic wrap in the fridge.', 'Preheat the oven to 450°F (230°C). Line a tray with foil and a wire rack. (*Footnote 1)', 'Arrange the wings on the wire rack with at least a finger’s width in between, to properly let the steam off so the chicken will get crispy. Bake for 20 to 25 minutes, flipping once after 10 minutes. Cook until browned and crisp on the surface, and the juices run clear if using a paring knife to slice the thickest part of the drumstick.', 'Let cool slightly and serve hot as an appetizer.']","['Serving: 1serving', 'Calories: 223kcal', 'Carbohydrates: 1.5g', 'Protein: 33g', 'Fat: 8.5g', 'Saturated Fat: 2.3g', 'Cholesterol: 101mg', 'Sodium: 390mg', 'Potassium: 295mg', 'Fiber: 0.1g', 'Sugar: 0.9g', 'Calcium: 23mg', 'Iron: 2mg']"
japanese-strawberry-shortcake,"['80 g (1/3 cup) whole milk', '50 g (3 1/2 tablespoons) unsalted butter', '75 g (1/2 cup + 1/2 tablespoon) cake flour', '4 large egg yolks', '4 large egg whites', '70 g (5 1/2 tablespoons) sugar (caster sugar if available)', '12 oz to 1 lb (340 g to 450 g) strawberries , divided', '1 1/2 teaspoons sugar', '280 g (10 oz) heavy whipping cream', '2 tablespoons confectioners sugar', '3/4 teaspoon gelatin (Optional)', '2 tablespoons cold water (Optional)', '2 tablespoon sugar', '3 tablespoons hot water']","['Cut a piece of parchment paper to fit the bottom of an 8” round cake pan and line the pan with it.', 'Preheat the oven to 325°F (160°C).', 'Prepare a high-walled pan or baking dish that fits your cake pan to use as a water bath. Boil a small pot of water to use later. The water should be enough to cover 1 inch (2.5 cm of the pan). If using a springform or removable-bottom cake pan, line the outside with a few layers of foil to make sure no water leaks into the cake.', 'Combine the milk and butter in a medium-sized heatproof bowl. Microwave until melted. Stir to mix well.', 'Sift the cake flour into the mixture. Mix gently with a spatula until smooth.', 'Add the egg yolks. Mix again until evenly combined.', 'Add the egg whites into the clean mixing bowl of a stand mixer, or a clean bowl using a hand mixer.  Beat at medium high speed until the egg whites are frothy. Slowly add the sugar while continuing to beat, until glossy and medium peaks form.', 'Scoop 1/4 of the beaten whites out and add it to the yolk mixture, Fold using a spatula until smooth. Pour the mixture back into the egg whites. Continue to fold everything together until just smooth. Don’t overmix but also avoid leaving large pieces of egg white.', 'Pour the batter into the lined cake pan. Drop the pan from 5” (12 cm) onto the table twice to release any extra large bubbles.', 'Place the cake pan in the water bath pan and add an inch of hot water. Bake for 1 hour 30 minutes, or until a skewer inserted to the center of the cake comes out clean and the cake has pulled away from the sides of the pan. Do not open the oven to check until 1 hour has gone by.', 'Run a knife along the edge of the pan to release the cake. Flip it on to a cooling rack. Let it cool completely before cutting and decorating.', 'While the cake cools, slice 8 oz (225 g) of strawberries into 1/4” (1/2 cm) slices and place them into a bowl. Sprinkle with the sugar and toss to coat well. Let them sit for at least an hour, up to 2 hours. Once the strawberries are glossy and sweet, remove them from the bowl and lay them out on a plate. Reserve the liquid left in the bowl.', 'Combine the cake syrup ingredients in a small bowl and stir until the sugar is dissolved. (OPTIONAL) Add the reserved strawberry soaking liquid to the syrup; this adds extra strawberry flavor but will color the cake slices slightly pink.', '(Optional) IF MAKING STABILIZED CREAM (do not make ahead of time, it will set before decorating): Combine the gelatin and cold water in a small bowl. Let sit for 5 minutes. Once the gelatin is fully expanded, briefly heat in the microwave or a hot water bath, until fully melted.', 'Add the heavy cream into the mixing bowl of a stand mixer, or a bowl and use a hand mixer. Sift the confectioners sugar into the cream. Whip at medium speed until very soft peaks begin to form, then stop immediately. Add a large scoop of the whipped cream into the melted gelatin. Stir with a spoon until fully mixed and consistent. Drizzle the gelatin mixture into the mixing bowl with the cream. Continue to whip at medium speed briefly, until soft peaks are formed. DO NOT over-whip, it will begin to separate out the gelatin (which is still usable, but will be a bit blobby and unattractive).', 'IF MAKING REGULAR CREAM:  Add the heavy cream into the mixing bowl of a stand mixer, or a bowl and use a hand mixer. Sift the confectioners sugar into the cream. Whip at medium speed until firm peaks begin to form.', 'Once the cake has fully cooled, place it on a cutting board. Measure the height on 4 sides. Use toothpicks to mark evenly where the top should be cut off, and where the cake should be cut in half.', 'Use a serrated knife to slice off the top along the top of the toothpicks, and discard the browned top.', 'Slice the cake into two thin, even layers along the toothpicks. Move the top layer of cake onto a spinning cake stand (*Footnote), cut side down. Brush the syrup evenly onto the top of the cake.', 'Flip the other layer of the cake upside down. Brush the syrup evenly over the top.', 'Add a large dollop of the whipped cream onto the cake layer on the cake stand. Spread the cream with an offset spatula into an even thin layer across the top until the cream is just spilling over the edge.', 'Arrange as many strawberries as possible evenly on the cream.', 'Put another large dollop of cream on top of the strawberries. Spread evenly and thinly until just spilling over.', 'Place the top layer of the cake on top and line it up with the bottom cake.', 'Add another dollop of cream to the cake and spread again.', 'Smooth out the sides of the cake using the cream that spilled over earlier. Add a little extra cream if needed.', 'Once the cake is covered with a thin, even layer of cream, add another larger dollop to the cake. Spread a thicker layer of cream on top and then smooth out the sides.', '(Optional) If you have any cream left, add it to a piping bag or ziplock bag with the corner cut off for decorating the top and/or sides if desired.', 'Decorate the cake with the remaining strawberries on top.', 'If using stabilized cream, place the cake uncovered in the refrigerator for at least 30 minutes to let the cream set. If using unstabilized cream, serve immediately or refrigerate and serve within a few hours.', 'To serve, you can slice the cake using a serrated knife once you transfer the cake from the fridge, if using unstabilized cream. If using stabilized cream, you can let the cake come back to room temperature, 1 hour or so, to achieve the best texture.']","['Serving: 1serving', 'Calories: 394kcal', 'Carbohydrates: 31.9g', 'Protein: 6.8g', 'Fat: 27.7g', 'Saturated Fat: 16.2g', 'Cholesterol: 192mg', 'Sodium: 113mg', 'Potassium: 195mg', 'Fiber: 1.5g', 'Sugar: 17.1g', 'Calcium: 74mg', 'Iron: 1mg']"
sesame-noodles,"['9 oz dried wheat noodles , or 1 pound (450 g) fresh wheat noodles (*Footnote 1)', '1/4 cup Chinese sesame paste (or unsalted natural peanut butter)', '2 to 4 tablespoons warm water', '2 tablespoons light soy sauce (or soy sauce)', '2 tablespoons Chinkiang vinegar', '1 tablespoon maple syrup (or sugar)', '2 teaspoons homemade chili oil (or to taste) (*Footnote 2)', '1 teaspoon sesame oil', '1 teaspoon ginger , minced', '2 cloves garlic , grated', '1/8 teaspoon freshly ground Sichuan peppercorn powder', 'Cucumber , cut into thin strips (carrot and / or radish)', 'Toasted sesame seeds for garnish']","['Add Chinese sesame paste to a medium size bowl and slowly add 2 tablespoons water, a little at a time. Stir with a spatula until the water is fully incorporated and it forms a smooth paste.', 'One liquid ingredient at a time, add light soy sauce, Chinkiang vinegar, maple syrup, chili oil, and sesame oil, fully stir to incooperate each ingredient before adding the next one.', 'Add the ginger, garlic, and Sichuan peppercorn powder. Stir to mix well. You can make the sauce ahead of time and store it in the fridge for 2 to 3 days.', 'Boil noodles according to instructions. Transfer cooked noodles into a colander, rinse with tap water to stop the cooking. Drain well and transfer to small serving bowls.', 'Serve the noodles with the sauce on the side with toppings of your preference.', 'To eat, assemble your own bowl with any toppings you prefer, add a few spoonsful of the sauce. Mix and enjoy.']","['Serving: 1serving', 'Calories: 166kcal', 'Carbohydrates: 23g', 'Protein: 2.8g', 'Fat: 7.2g', 'Saturated Fat: 1.1g', 'Sodium: 948mg', 'Potassium: 481mg', 'Fiber: 2.6g', 'Sugar: 14.5g', 'Calcium: 5mg', 'Iron: 6mg']"
galbi-marianted-steak,"['1 (12-16 oz / 340 g-450 g) flank steak (or skirt steak)', '1 teaspoon canola oil', '1 kiwi , peeled (or 1/2 an asian pear or apple, core removed)', '1/2 onion , chopped', '1/2 ” (1 cm) ginger , chopped', '4 cloves garlic , smashed', '2 green onions , chopped', '1/2 teaspoon black pepper', '3 tablespoons brown sugar (or honey)', '1/4 cup mirin (or soju, sake)', '1/4 cup light soy sauce (or regular soy)', '2 tablespoons sesame oil']","['Add the marinade ingredients in a blender or food processor. Blend on high until mostly smooth.', 'Place the steak in a ziplock bag or tupperware container. Pour the marinade over the flank steak. If using a bag, squeeze out as much air as possible then seal it. Marinate for a minimum of 1 hour at room temperature, or up to 24 hours in the fridge. Be careful not to over marinate when using kiwi, the fruit can begin breaking down the meat if left too long. (*Footnote 1)', '(Optional) If you store the steak in the fridge, move it to room temperature about 30 minutes or so prior to cooking, so the steak will return to room temperature.', 'Transfer the marinated steak into a big plate without wiping off excessive marinade liquid from its surface. Preheat a grill or a skillet over high heat until smoking and add the oil. Carefully add the steak. Cook without moving for 3 to 5 minutes, or until the bottom turns golden brown. Flip and cook the other side for another 3 to 5 minutes for a medium-rare steak. Transfer the steak to a big plate and let rest for 10 minutes before carving.', 'Slice thinly against the grain and serve as a main dish. (Footnote 2)']","['Serving: 1serving', 'Calories: 187kcal', 'Carbohydrates: 3.1g', 'Protein: 23.9g', 'Fat: 8.2g', 'Saturated Fat: 3.1g', 'Cholesterol: 47mg', 'Sodium: 306mg', 'Potassium: 296mg', 'Sugar: 2.1g', 'Calcium: 14mg', 'Iron: 2mg']"
vegetarian-mapo-tofu,"['4 large dried shiitake mushrooms (or 6 small)', '2 tablespoons Doubanjiang', '1 tablespoon homemade black bean sauce (or store-bought sauce)', '1/4 teaspoon freshly coarsely ground Sichuan peppercorns , and extra for garnish', '2 to 3  tablespoons peanut oil (or vegetable oil)', '2 green onions , sliced', '1/2 "" ginger , minced', '2 teaspoons Shaoxing wine', '1 cup mushroom soaking water', '1 block  soft tofu (16 ounces / 450 g per block) , cut into ½ inch (1.5 cm) cubes (*Footnote 1)', '1/8 teaspoon five-spice powder', '1 teaspoon sugar (or to taste)', '1 teaspoon cornstarch', '1 tablespoon water', 'Homemade chili oil (Optional)']","['Add the dried shiitake mushrooms into a small bowl and add 1 cup hot water to cover. Let soak for 20 minutes, or until the mushrooms turn soft throughout. Squeeze out excess water and rub off any debris from the mushrooms. Finely chop the mushrooms into ¼ inch (1/2 cm) squares. Reserve the soaking water for later use.', 'Combine the spice mix ingredients in a small bowl.', 'Heat 2 Tablespoons oil in a large nonstick skillet over medium heat until warm. Turn to medium-low heat and add the spice mix. Cook and stir for 1 minutes.', 'Add the chopped shiitake mushrooms, green onion, and ginger. Cook and stir until the aromatics are lightly browned and the oil starts to turn an orange red hue. Add more oil if the pan looks too dry.', 'Pour in the Shaoxing wine and quickly use your spatula to release any brown bits from the pan.', 'Pour in the mushroom soaking water, being careful not to add the debris from the bottom of the bowl.', 'Add five spice powder and sugar. Mix a few times to dissolve.', 'Carefully spread the tofu in the broth in a single layer. Turn to medium-high heat and bring to a simmer. Turn to medium-low heat again and simmer for 5 minutes.', 'Meanwhile, make the slurry by whisking cornstarch with water in a small bowl until completely dissolved. Swirl half of the mixture into the tofu, stirring gently with a spatula. Add more until the sauce reaches the desired consistency. Taste a piece of tofu with some sauce. Add more sugar to balance the taste if it is too spicy for you. Transfer everything to a big plate.', '(Optional but highly recommended) If you want your dish to look like the authentic mapo tofu in Sichuan, swirl in a few tablespoons of homemade chili oil and sprinkle with a generous amount of freshly ground Sichuan peppercorns at the end of the cooking, to give the sauce a beautiful red color and a bright numbing zesting taste. ', 'Serve over steamed rice as a main.']","['Serving: 1serving', 'Calories: 191kcal', 'Carbohydrates: 17.5g', 'Protein: 9g', 'Fat: 11.3g', 'Saturated Fat: 1.8g', 'Sodium: 470mg', 'Potassium: 268mg', 'Fiber: 2.2g', 'Sugar: 6.3g', 'Calcium: 135mg', 'Iron: 2mg']"
